start,end,linkid,volume,lanename
202401161100,202401161200,Link14_16_3,341,Link10_D_in
202401161200,202401161300,Link14_16_3,359,Link10_D_in
202401161300,202401161400,Link14_16_3,366,Link10_D_in
202401161400,202401161500,Link14_16_3,358,Link10_D_in
202401161500,202401161600,Link14_16_3,403,Link10_D_in
202401161600,202401161700,Link14_16_3,540,Link10_D_in
202401161700,202401161800,Link14_16_3,495,Link10_D_in
202401161800,202401161900,Link14_16_3,462,Link10_D_in
202401161900,202401162000,Link14_16_3,379,Link10_D_in
202401160700,202401160800,Link14_3_16,288,Link10_D_out
202401160800,202401160900,Link14_3_16,281,Link10_D_out
202401160900,202401161000,Link14_3_16,299,Link10_D_out
202401161000,202401161100,Link14_3_16,319,Link10_D_out
202401161100,202401161200,Link14_3_16,307,Link10_D_out
202401161200,202401161300,Link14_3_16,292,Link10_D_out
202401161300,202401161400,Link14_3_16,260,Link10_D_out
202401161400,202401161500,Link14_3_16,286,Link10_D_out
202401161500,202401161600,Link14_3_16,323,Link10_D_out
202401161600,202401161700,Link14_3_16,325,Link10_D_out
202401161700,202401161800,Link14_3_16,333,Link10_D_out
202401161800,202401161900,Link14_3_16,263,Link10_D_out
202401161900,202401162000,Link14_3_16,239,Link10_D_out
